Title,language_type,primary_genre,overview,vote_average,vote_count,popularity,is_popular
420 IPC,Bollywood,Crime,"CA Keswani is arrested for bank fraud and forgery. Keswani hires Birbal, a lawyer, to fight his case. But Birbal realises that there's more to it than what meets the eye.",0.0,0.0,1.761,0
83,Bollywood,Drama,"On the 25th of June 1983, the Lord’s Cricket Ground witnessed one of the biggest underdog stories in the history of sports. Fourteen inspired players - led by a man's self-belief and conviction - fought against all odds and orchestrated India’s greatest sporting triumph by beating the two-time World Champions West Indies.",7.0,33.0,5.443,1
Atrangi Re,Bollywood,Comedy,Runaway Rinku gets forcefully married to already engaged Vishu. Both don't want this marriage and make a deal to go on their separate ways. The equation gets weirder when Rinku's lover Sajjad shows up and Vishu starts developing feelings for her.,7.0,33.0,6.64,1
Waah Zindagi,Bollywood,Comedy,"Ashok, a farmer's son, struggles to become an entrepreneur to win over his childhood sweetheart. Heartbroken, he joins the Make In India initiative to go against Chinese products.",9.0,2.0,2.118,1
Ghost Stories,Bollywood,Horror,An anthology of four short horror tales.,5.1,60.0,6.925,0
Bhangra Paa Le,Bollywood,Music,Jaggi comes from a Punjabi background and he aspires to take the popular Punjabi dance form of 'Bhangra' to an international platform and passionately works towards his dream. He meets his college rival in Simi and they both compete with each other to win the international dance competition.,5.3,7.0,2.532,0
Sab Kushal Mangal,Bollywood,Romance,"Pappu Mishra is the creator and host of a reality show called Musibat Odh Li Maine. Baba Bhandari, a big name in politics and crime, is offended with his reportage. Incidentally, the two belong to the same town, so when Pappu comes back for Diwali, Bhandari kidnaps him. A lively girl named Mandira saves Pappu, but later both Bhandari and Pappu end up falling for her. As chaos reigns in the town, how will the two men deal with the situation?",0.0,0.0,1.474,0
Shimla Mirchi,Bollywood,Romance,"While on holiday, Avi meets Naina and falls in love with her. Smitten, he decides to stay and work in her cafe. He confesses his love in a letter, however it's Naina's mother who mistakenly reads it.",0.0,0.0,3.938,0
Chhapaak,Bollywood,Drama,"A true story based on acid attack survivor Malti's (Laxmi Agarwal) grueling and glorious journey from her medical treatment, court proceedings leading to her emotional healing.",7.5,25.0,5.618,1
Jai Mummy Di,Bollywood,Comedy,A couple undergo the trials and tribulations of getting married due to the crazy dynamics of their respective mothers.,6.1,6.0,2.367,0
Panga,Bollywood,Romance,'Panga' follows the triumphs and struggle of a national level Kabbadi player from India who receives the love and support from her family to help achieve her dream.,6.7,23.0,2.872,0
Street Dancer 3D,Bollywood,Drama,"Two rival dance groups from India and Pakistan who are always competing against each other, join forces when it comes to competing at an international dance competition.",7.3,30.0,3.713,1
Gul Makai,Bollywood,War,"Fear is like an elastic band. You stretch the band inside of your mind and it keeps expanding, till one moment it snaps or you cut it for it to break. 'Gul Makai' is such a story, a story of courage that overcame fear and oppression. 'Gul Makai' accounts the courageous journey and struggle of Nobel laureate Malala Yousufzai, from her humble upbringing in the Swat Valley to her becoming the champion for free education to all. 'Gul Makai' is a small tribute to this lion hearted girl who is in every essence a global citizen championing a cause that transcends boundaries, caste, religion and geography.",0.0,0.0,1.104,0
Jawaani Jaaneman,Bollywood,Comedy,The carefree life of a 40-year-old playboy comes to a standstill when he comes to know that he has a 20 something-year-old daughter.,6.1,27.0,5.161,0
Operation Parindey,Bollywood,Action,The film is a fictional story based on true events which depicts a groundbreaking jail break.,5.0,1.0,0.6,0
Hacked,Bollywood,Thriller,A young woman finds her life turned upside down when she rejects the advances of a teenage hacker.,7.0,12.0,1.622,1
Malang,Bollywood,Romance,"Advait visits Goa where he meets Sara, a free-spirited girl who lives life unshackled. Opposites attract and all goes well until life turns upside down. Years later, Advait is on a killing spree with cops Aghase and Michael in his way.",7.1,42.0,4.542,1
Shikara,Bollywood,Drama,Shikara is the untold story of Kashmiri Pandits' forced exodus. It is the story of resilience in the face of insurmountable odds. It is also the story of a love that remains unextinguished through 30 years of exile. A timeless love story in the worst of times.,5.0,5.0,1.916,0
Shukranu,Bollywood,Comedy,"Set in Delhi/UP/Haryana, SHUKRANU is a comic take on the darkest phases of Indian democracy through the encounters of a would-be groom who is forcefully sterilized just days before his much-awaited marriage.",6.8,6.0,2.489,0
The Hundred Bucks,Bollywood,Drama,"THE HUNDRED BUCKS is an upcoming Bollywood film. Which is directed by Dushyant Pratap Singh And Produced by Rajnish Ram Puri, Sandeep Puri, Vibhav Tomar, Pratima Totla & Ritu Singh . The main cast of the film will feature actors like Kavita Tripathi, Dinesh Bawara, Zaid Shaikh & Rajesh Mishra. The film will be released in Indian cinemas on 21 February 2020 by Jai Viratra Entertainment Limited",0.0,0.0,0.6,0
Yeh Ballet,Bollywood,Drama,"Discovered by an eccentric ballet master, two gifted but underprivileged Mumbai teens face bigotry and disapproval as they pursue their dancing dreams.",7.5,18.0,7.038,1
Guns of Banaras,Bollywood,Action,"In the process of getting back his beloved vehicle that gave him everything he needed, Guddu Shukla and his friends get into major trouble with the most dangerous criminals in Banaras.",0.0,0.0,2.66,0
Thappad,Bollywood,Drama,Amrita's life gets shattered into pieces when her husband slaps her at a party and this particular action raises several questions as to what her relationship stands for.,7.1,50.0,3.424,1
Dheet Patangey,Bollywood,Drama,"A billion dreams came true in 1983 and 2011. Between the two big wins, four cricket-crazy friends set out to find answers and write their destinies.",0.0,0.0,0.651,0
Baaghi 3,Bollywood,Action,A man embarks on a bloody rampage to save his kidnapped brother.,7.0,93.0,9.524,1
Guilty,Bollywood,Thriller,A young woman from a small town accuses the college heartthrob of sexual assault.,6.7,51.0,7.908,0
Kaamyaab,Bollywood,Comedy,"The human drama is based on an interesting premise of a seasoned character actor who decides to come out of retirement and begin a quest for a record of some sorts, that elusive 500th role, the one for which he shall be remembered forever.",6.1,12.0,1.705,0
Angrezi Medium,Bollywood,Drama,"When his daughter decides to further her studies in London, a hardworking Haryanvi businessman does everything in power to make her dreams come true.",7.1,47.0,5.051,1
Maska,Bollywood,Comedy,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.",5.6,11.0,2.844,0
Bamfaad,Bollywood,Romance,A passionate love story set in Allahabad between Naate and Neelam who meet accidentally and fall in love. They make brave choices and go through a path of love and loss to be with each other.,6.0,3.0,1.4,0
Ateet,Bollywood,Thriller,"A soldier lost in war and pronounced dead returns after decade to his wife and daughter, only to realize that they have moved on. As he forces his way into their life, questions are asked whether he is dead or alive.",0.0,0.0,2.419,0
Mrs. Serial Killer,Bollywood,Thriller,"When her husband is framed and imprisoned for serial murders, a doting wife must perform a copycat murder, to prove her husband's innocence.",6.4,75.0,4.747,0
Ghoomketu,Bollywood,Comedy,An aspiring writer from a small town in U.P. runs away to Mumbai. He gives himself 30 days to try and prove his worth.,6.1,8.0,1.216,0
Chippa,Bollywood,Drama,"At midnight on his 10th birthday, a boy scours the lesser-known Kolkata streets in search of a father he’s never met, carrying a letter he can’t read.",5.7,3.0,2.157,0
Chintu Ka Birthday,Bollywood,Drama,"During US invasion of Iraq some illegal migrants are waiting to get back home to India. As one such family prepares to celebrate the 6th birthday of their youngest member Chintu, their kind-hearted Iraqi landlord lends them a helping hand.",7.8,16.0,2.174,1
Axone,Bollywood,Drama,"This bittersweet comedy follows immigrants in Delhi who are attempting to organise a wedding party, but soon find everything going wrong.",5.5,9.0,2.462,0
Gulabo Sitabo,Bollywood,Drama,"Set in present-day Lucknow, Gulabo Sitabo is a social satire about two impossibly peculiar human beings, Mirza Chunnan Nawab, who stays in a dilapidated mansion and one of the tenants, Bankey Rastogi.",5.7,38.0,5.894,0
Kadakh,Bollywood,Thriller,"Sunil is home alone when the doorbell rings. The stranger at the door introduces himself as the husband of Chhaya - a woman that Sunil is having an affair with. The guest immediately asks many uncomfortable questions about their affair, becoming more and more intrusive. The situation is already incredibly tense and then the man pulls out a gun from his bag and aims it straight at Sunil. Pretty soon a shot rings out and the wall is splattered with blood. And that is just the beginning.",5.6,5.0,1.421,0
Bulbbul,Bollywood,Horror,"A child bride grows up to be an enigmatic woman presiding over her household, harboring a painful past as supernatural murders of men plague her village.",6.7,104.0,24.128,0
Bhonsle,Bollywood,Drama,"At a time when politicians use violence to rid Maharashtra of Bihari migrants, a dying Maharashtrian cop, Bhonsle, ﬁnds unlikely companionship in 23-year-old Bihari Sita as the raging conflict reaches his doorstep, giving him a last battle worth ﬁghting.",6.2,4.0,2.269,0
Unlock,Bollywood,Horror,"Wouldn't it be nice if there was an app that granted you your deepest darkest wish in just three tasks. When Suhani realizes that Amar, the love of her life is about to be lost to her roommate Riddhi, there is practically nothing that she could do to make things right again. Suhani has been obsessed with Amar for some time now, from installing cameras in his house to observing him so closely as to know by heart his likes and dislikes. When all doors seem shut, Suhani gets the opportunity to install Friends from the other side, an app off the deep web that grants one of their wishes but with a catch; there are three tasks that need completing.",7.5,2.0,1.176,1
